autor,calificacion,contenido,hotel,titulo
danifc87,40,"Fui para epocas navideñas del 2011 y La atención es muy buena, es un restaurante elegante, no se espera menos. Las carnes y los vinos que ofrecen son de los mej,...",La Carreta,
danifc87,40,"Yo trabajo al costado del Parque Kennedy, es un lugar donde puedes relajarte en cualquier momento, los gatos son una bonita atracción del parque, son muy sociab,...",Parque Kennedy - Parque Central de Miraflores,
danifc87,50,"No hay mas que decir, tienen unas carnes espectaculares, no importa qué corte sea, todas las carnes son super suaves y deliciosas, las salsas de acompañamiento ,...",Panchita,
danifc87,40,"Ya que este restaurante lo considero elegante, el precio que se tiene q pagar por el buffet que son 62 soles me parece un precio super justo para toda la gama d,...",La Bistecca,
danifc87,30,"Es el tipico Barrio Chino de una ciudad grande como Lima, tiene mucha diversidad de objetos tipicos y de comidas, chifas muy ricos, pero siempre hay que tener c,...",Barrio Chino,
danifc87,40,"A mi parecer es el mejor por la ubicacion, por la variedad, por infraestructura y porque tiene una hermosa vista al Mar.",Shopping Center Larcomar (Centro Comercial Larcomar),
517beth,20,"It has been well over a month ago that we stayed at this hotel, three hours from our home and accidentally left our phone charger in the room. We called the nex,...",Hotel Gran Palma,
517beth,40,The United flight was comfortable and uneventful. All the attendants were kind. Had an enjoyable flight. Plenty choices to watch on the screen.,United Airlines,
517beth,40,"This park is about the Incan culture of Peru. Very clean and pretty, all made of rocks. The local people really enjoy using their parks.",Parque de la Identidad Wanka,
517beth,30,"The flight was fine. There were no complaints, all the crew were kind. There was nothing exceptional about the flight, but there were no complaints. We usually ,...",Avianca,
517beth,40,Every dish we have tried at this restaurant is very yummy! Every time we come into town we like to eat here. Our favorite!,Chifa Fong Loy,
517beth,40,Enjoyed touring the Yoder farm. Learned a lot about the Amish way of life. Enjoyed the wonderful freshly baked goods they have. They are so yummy!,Yoder's Amish Home,
517beth,40,"Their breakfasts are great. The atmosphere is very different. An old house and you just have to find a place to sit wherever. Supposedly on weekends it’s so pop,...",Aretha Frankensteins,
517beth,40,Nice place to stroll in the spring with friends or family. Can see the river and banks of Chattanooga. ,Walnut Street Bridge,
517beth,30,"I thought it was expensive for what we saw. We spent as much time as we could to get our money's worth., but don’t think it is at all worth $50. I will probably,...",Tennessee Aquarium,
517beth,40,"Love their food, authentic Mexican. Very cheap and great flavor. Always go when we travel to Pensacola.",Taqueria El Asador,
517beth,40,Great place for frozen yoghurt. Lots of flavors and toppings to choose.  Uy the amount you want by weight.,Wild Honey Frozen Yogurt,
517beth,40,"Had a very enjoyable meal. Everyone’s food was very good. Had good service, quickly refilling our drinks. The prices were nice, too.",Cheddar's Scratch Kitchen,
517beth,40,"Great service and great food. Had no complaints about anything. The server was very attentive, quick and always checking to see if we needed anything else. Quic,...",Olive Garden Italian Restaurant,
517beth,30,"The outside of the ark was an impressive size. We looked at everything inside the ark. Most of the food kiosks and things were closed the latter part of May. It,...",Ark Encounter,
517beth,20,"The hotel rooms are very small and old. Ours stunk like stale cigarettes. Couldn’t get an extra blanket for the night. Front desk said I would have to wait til ,...",Red Roof Inn Pensacola - I-10 at Davis Highway,
517beth,30,"Not a bad place to stay for a night. Enjoyed the variety for breakfast with hot and cld things, wasn’t just a donut and coffee. The workers were kind and helpfu,...",La Quinta Inn by Wyndham Cincinnati North,
517beth,30,"Our first night was not the greatest. They said there was parking but they only have for two cars after we were told there was room. But there were only two spa,...",Illari Wari - Hotel Sauna,
517beth,40,"This is probably the best restaurant in this little town. They have the jungle dishes that are from this area, but prepared much better than the other little ho,...",Restaurant La Estancia,
517beth,30,"Was not very impressed with the food. I grew up in Mexico and cook a lot of Mexican food. This was a sad excuse for Mexican food. It is more of a bar for drinks,...",Como Agua para Chocolate,
517beth,50,"Second time to go. It is a fun place, especially at night. Warmer times of the year it is great to play in the fountain that is constantly changing.",Circuito Magico Del Agua,
auzangate,40,"El alojamiento esta bien distribuido y equipado, esta al lado de uno de los mejores restaurantes de la ciudad. Amplios jardines con sofas y hamacas, una bibliot,...",Hotel La Patarashca,
auzangate,40,"El museo funciona en la segunda planta del local de la Asociación de Familiares de Detenidos y Desaparecidos (ANFASEP), las salas de exposiciones no son muy gra,...",Museo de la Memoria,
auzangate,50,"La carta no es muy variada (siete elecciones de cada oferta del menú) pero la selección es muy buena en precio/calidad, el local está hermosamente decorado y lo,...",Siete & Siete Restocafe,
auzangate,40,"Son mini departamentos de alquiler diario completamente equipados, amoblados, la cama súper cómoda, un televisor en HD con vientos de canales, un baño súper esp,...","Residencia ""Sogu""",
auzangate,40,"Es un monumento en medio del lugar histórico donde se realizó la batalla final entre españoles y el ejército aliado de independentistas. En el lugar es campestr,...",Obelisco de la Pampa de la Quinua,
auzangate,40,"En rutas nacionales en Perú es una de las mejores aerolineas, puntual, trato amable, diferentes horarios de vuelo y buenos precios, quizas una debilidad es que ,...",LAN Airlines (now LATAM Airlines),
auzangate,40,"Horarios convenientes, buena relación precio/calidad, excelente atención en y fuera del avión, buen espacio y te permiten llevar algo más de equipaje que en otr,...",Avianca,
auzangate,50,"Brochetas variadas y deliciosas, diferentes carnes, diferentes vegetales y combinaciones. Los refrescos son deliciosos especialmente el Anisado. El local esta a,...",El Sitio,
auzangate,30,"Variedad de comida rápida, postres y jugos con frutas de la región, no es malo pero tampoco excelente. Buena atención pero si la decoración y el ambiente si nec,...",Ari's Burguer,
auzangate,40,"Hay una sección de panaderia en donde se puede encontrar pan fresco y bueno, otra de cafe donde se puede degustar tortas, sandwichs, empanadas y refrescos. El p,...",Panaderia Tivoli,
auzangate,40,"Lugar bonito y acogedor, la ventilación podría mejorar, el café bueno, mejor los refrescos y frapes. Los postres exquisitos y la atención es cálida. El wi fi si,...",La Mona Cafetería,
Mailusaurus,50,"Después de días de espera por probar las pizzas de este lugar que tanto nos habían recomendado en Lima y en el mismo Ayacucho, por fin tuvimos la oportunidad de,...",Magia Negra,
Mailusaurus,40,"Había visto muchas referencias de este lugar en internet y algunos amigos me lo recomendaron, llegué y almorcé ""alpaca a la cazadora"" y causa como entrada, qued,...",ViaVia Cafe Ayacucho,
Mailusaurus,40,"Nos hospedamos 5 días en este hotel y no nos podemos quejar. Las habitaciones son amplias y muy limpias, el servicio es bastante bueno, nos permitieron hacer us,...",Hotel Mi Casa,
Mailusaurus,40,"Encontré esta opción de hospedaje a través de internet, y como íbamos con mi novio en plan ahorro pues reservamos. Llegamos poco antes de las 8 am., y pese a qu,...",El Albergue Español,
Mailusaurus,40,"El lugar es lindo, además de las mesas dentro de su local también cuenta con algunas en el patio. Me gustó la decoración, sobretodo el mural colorido de calaver,...",Las Gringas,
Mailusaurus,40,"Las instalaciones son muy cómodas y la atención súper cálida, lo que más me gustó fue la decoración. Cuando estábamos en la playa, luego de hacer check out, no,...",Kauhuhu Casa Hotel,
Mailusaurus,40,"El local es pequeño y siempre está full, pero vale la pena ser pacientes. No hay pierde con el ramen y el chasiu don, muy agradables. Pidan gyozas como piqueo :,...",Tokio Ramen,
Mailusaurus,50,"Con 1/2 porción de chaufa de cerdo quedas satisfecho. El yakisoba de cerdo es buenazo, no hay pierde con el ramen y con el yakitori. Todo debe ser acompañado re,...",Restaurante Cafeteria Garden,
Mailusaurus,50,"Maravillosa atención desde la entrada, los colaboradores del hotel son muy amables, nos ofrecieron mate de coca, se preocuparon por mi salud cuando estuve con m,...",Wayta Inn,
Mailusaurus,50,"Muchas amistades nos recomendaron este lugar, justo antes de llegar estuve leyendo un blog donde recomendaban el Spaghetti La Carbonara, y realmente tenían razó,...",La Bodega 138,
Mailusaurus,40,"Pedimos una ronda de chilcanos, pero mis amigos y yo coincidimos que les hacía falta pisco, le comentamos esto al joven que nos atendía y lo resolvió rápidament,...",Museo del Pisco,
Mailusaurus,50,"Picarones esponjositos y ricos, en una generosa porción. Pidan más mielcita para disfrutar al máximo.",Picarones Ruinas,
Mailusaurus,50,"Este lugar tiene una decoración hermosa, me encanta el ambiente y la atención es muy agradable. Sus postres son la vida misma y las infusiones de la casa... uff,...",La Valeriana bakeshop,
Mailusaurus,50,"Riquísimos chilcanos, recomiendo el de Muña, Hierba Luisa con Piña, Romero con Naranja, llevan el punto exacto de pisco, son demasiado buenos. El ambiente es ba,...",Republica Del Pisco,
Mailusaurus,50,"Deben pedir chicha morada en vaso, con S/. 4.00 tienes un vaso gigante (750 ml, según la señorita que nos atendió), con eso es suficiente para toda la comida. L,...",La Cusquenita Tradicional Picnteria,
Mailusaurus,30,"Fuimos con mi novio por nuestro aniversario, la ubicación de nuestra mesa estuvo genial, justo en el balcón para poder apreciar la vista hacia la Plaza de Armas,...",LIMO peruano nikkei,
Mailusaurus,50,"La naranjada muy rica al igual que las pizzas, la torta de chocolate con helado fue toda una explosión de sabor. La atención fue muy buena, si mal no recuerdo l,...",Don Marcelo,
Mailusaurus,50,"Fui con mi novio, y desde que entramos al lugar nos atendieron con mucha amabilidad, apreciamos el museo y luego nos sentamos en el balcón a tomar un chilcano d,...",Museo Del Cafe,
KarinaArroyo,50,"Muy lindo hotel muy buenas las habitaciones , cordial personal bien organizado , amplias piscinas y diversión para toda la familia . Acogedor . Toboganes para n,...",Hotel Las Dunas,
KarinaArroyo,20,He ido a mejores restaurants en Buenos Aires la carne no me pareció buena mucha comida baja calidad . Creo que es más publicidad que otra cosa ,Siga La Vaca,
KarinaArroyo,50,Buen local limpio rápido económico agradable . Cerca a Murillo lugar donde venden las casacas de cuero . Me encanto los panqueques y el submarino 🤩,Lo de Carlitos Villa Crespo,
KarinaArroyo,,,Lo de Carlitos Villa Crespo,
KarinaArroyo,,"gracias por la información de las bebidas, yo viajo en febrero 2019",,
KarinaArroyo,,"HOLA MATHASARGSuper interesantes tus comentarios de MSC Seaside, cual era l costo del bowling? y Tirolesa. Respecto a la propina te debitan un monto obligatori,...",,
KarinaArroyo,50,Excélente lugar para desayunar hay de todo bien precio trato agradable buena atención . Cerca a la playa . ,El Mar Cafe,
KarinaArroyo,50,"Lo mejor de Cancún muy lindo lugar para visitar . Increíble para pasar un full day valió la pena . Tiene muchos lugares hermosos para visitar .Lo que más me gu,...",Xcaret,
KarinaArroyo,50,"Hotel clean spacious rooms, well located. Good attention . Price comfortable and good attention.The hotel is only a few blocks from The center , close to rich ,...",Hotel Mi Casa,
KarinaArroyo,50,"Quinua town, famous for the artisans and beautiful work in ceramics, and LA PAMPA DE LA QUINUA, where in 1824 was performed the Ayacucho Battle definitive in ou,...",Obelisco de la Pampa de la Quinua,
KarinaArroyo,50,"Great restaurant, typical food of the area, which are based on the quinoa deli. The wings with quinoa. Lasagna vegetable with quinoa. Trout with quinoa truly in,...",Sukre Cocina Peruana,
KarinaArroyo,50,"Excellent restaurant for breakfast offer multiple types of breakfastZone. Quinoa with apple and bread with very good ayacucho cheese. Open all day . For lunch ,...",ViaVia Cafe and Hotel,
KarinaArroyo,40,"Cerca a la Torre Eiffel como 20 min caminando cerca a la station delMetro . Limpio moderno las habitaciones modernas pero pequeñas .Hay cerca buenos restauran,...",Hotel Mirabeau Eiffel,
KarinaArroyo,50,"Vine con mi novio por su cumpleaños fue todo muy impecable , las habitaciones espaciosas de lujo atención de primera en todas las áreas , desayuno variado . La ,...",Los Incas Lima Hotel,
KarinaArroyo,50,"Habitaciones amplias tiene todas las cómodidades buena atención todas las habitaciones tienes vista al jardín y piscina Incluye desayuno Buen precio y calidad,...",Hotel Sol de Luna,
KarinaArroyo,50,"Revice por varias semanas donde alojarme evalúe en varias páginas los review, gracias a Diios tomamos una buena decisión, el hotel está bien ubicado, limpio, ac,...",Printemp Hotel Apartment,
KarinaArroyo,40,"Fui por dos noches con mi familia la atención es excelente, el personal muy amable , tiene salida al río donde te puedes bañar los chicos la pasan estupendo, la,...",Hotel Rumi Wasi,
KarinaArroyo,30,"Nada fácil de llegar se tiene q parquear al pie del cerro y trepar , una cantidad de zancudos y la atención muy lenta un solo mozo para todas las mesas. La comi,...",Refugio de Santiago,
KarinaArroyo,50,"Teatro impresionante precioso restaurado , el tour muy bueno, hora exacta , la arquitectura excelente hay que ir con tiempo para comprar los tickets precio quin,...",Teatro Colon,
KarinaArroyo,40,"Realmente un lugar interesante para intentar bailar tango una sola clase no es insuficiente pero divertido, aunque si vas fin de semana demasiada gente , mejor ,...",La Viruta Tango,
Aljemar,50,"Exquisitas pizzas, en diferentes presentaciones, en esta ocasión visitamos el local de la calle San Francisco, un lugar muy cómodo y agradable, ideal para tener,...",La Italiana Ristorante,
Aljemar,50,"Un buen servicio, uno de los mejores ceviches de Arequipa Ciudad, instalaciones amplias, excelente para compartir gratos momentos y degustar de platillos marino,...",La Caleta Cevicheria,
Aljemar,50,"Un muy buen ambiente, un restaurante recomendado para poder consumir platos variados de nuestra gastronomía peruana, especialmente el local de la Av. Metropolit,...",Restaurante Los Rodriguez,
Aljemar,40,"Un excelente lugar cerca a la ciudad, con una hermosa vista del valle de chilina y los 3 principales volcanes, ideal para despejarse en la calma y acompañado po,...",Mirador Carmen Alto,
Aljemar,30,"Un agradable lugar ubicado aprox. A 20 min. de la ciudad de Arequipa, se destaca la buena atencion por parte del personal, sazon regular.",Picanteria El Sombrero Arequipeno,
Aljemar,50,"Totalmente recomendable; excelentes instalaciones, muy buena atención, personal amable; actualmente cumple con todos los protocolos necesarios para afrontar la ,...",Casa Andina Premium Arequipa,
Aljemar,40,"Recomiendo a Lurigancho grill, por su pollo  a la brasa, por su agradable y el sabor que lo diferencia, de los mejores de Arequipa. Valoro tambien su amable ate,...",Lurigancho Grill,
Aljemar,50,"Un hermoso y paradisíaco lugar ubicado al pie del mar, conformado por preciosas lagunas, pantanos, juncos de totora, campos de hierba  y playas arenosas, y una ,...",Santuario Nacional Lagunas de Mejia,
Aljemar,,,Centro Historico De Cusco,
Aljemar,30,"Destaca la buena atención, respecto a la sazón, el sabor ha cambiado y ya no resulta ser una delicia como en veranos anteriores, ojala vuelvan a recuperar el to,...",Cevichería Hikari,
Aljemar,50,"Un rico ceviche, de los mejores que he degustado en el sur del País, recomendado si visitas Ilo; bonita vista panorámica frente al mar ( 2do Piso - zona balcón ,...",Rest. Cevicheria Hikari,
Aljemar,50,"Chaska travel cubre las expectativas en sus diferentes Tour, excelente servicio, muy recomendable, sobresaliendo el guiado y la atención de todo el personal.",Chaska Travel Peru,
Aljemar,50,"Uno de los mejores lugares para poder una variedad de carnes y parrillas, de muy buena calidad y exquisito sabor, denotando maestría en su preparación, cabe ind,...",Lazos,
Aljemar,10,"Pésima atención en el local ubicaso en el Mall Aventura Plaza Porongoche (Arequipa), por ello no recomendaría, el encargado no quiso facilitarnos el libro de re,...",El Montonero,
Aljemar,30,"Nada  que resaltar aparte de su excelente atención y relajante ambiente, el chicharrón no era tan bueno como las personas conmentan, tampoco las chuletas, adema,...",La Cusqueñita,
Aljemar,40,"Uno de los mejores lugares para disfrutar chancho a la caja China, al palo, entre otros,  que puede ser combinados con otros platillos como arroz el rico combat,...",Riko Kombate,
Aljemar,50,"Buen ambiente, como para relajarse cerca de la ciudad, los mejores platillos de Trucha en Arequipa, he probado varios platillos de la carta, todos de muy buena ,...",Piscigranja Don Piero,
Aljemar,30,"Delicioso ceviche como siempre, pero en esta oportunidad no puede degustar de los riquísimos choritos a la chalaca en el fastfood del Mall plaza Cayma (Ya no lo,...",La Caleta Cevicheria,
Aljemar,40,"Destaco el excelente servicio del personal (Mozos) y el agradable ambiente del local , instalaciones y música arequipeña la cual hace muy amena la experiencia,p,...",Picanteria La Benita De Characato,
Aljemar,50,"El restaurante con una carta muy variada de platillos a base de trucha, en esta ocasión deguste un sudado de trucha muy delicioso, cabe agregar que el local es ,...",Piscigranja Don Piero,
Carlos P,,,,
Carlos P,40,"Este chifa es muy concurrido, haylugar para estacionarcon una persona que guía, el ingreso es muy pintoresco, con una lagunita, peces y tortugas, los salones so,...",Chifa Hou Wha,
Carlos P,30,"El lugar se encuentra en las afueras de Lima, al Sur, Regresamos después de muchos años, las vias de acceso buenas, tiene estacionamiento interior, en casose ll,...",El Arriero Granja Interactiva,
Carlos P,50,"He acudido varias veces a almorzar al local de la Av. Pardo y Aliaga, tiene lugar para estacionar, aunque para pocos autos, tiene dos pisos, los mozos atentos, ,...",La Baguette,
Carlos P,50,"Excelente ubicación, en dias particulares recomiendo acudir entre las 12:00-12:30 hrs porque luego se llena, los mozos amables, atentos y conocen el contenido d,...",Chili's,
Carlos P,30,"El acceso es por la playa, hay estacionamiento, para los que vimos la serie de TV trae recuerdos desde el ingreso, cuenta con fotos, y algunos detalles de la ép,...",Arnold's Burgers Perú,
Carlos P,30,"Solicitamos transporte para el aeropuerto, la llegada no llegaron pero pagaron el transporte que conseguimos, cuando nos retiramos ni se preocuparon en el trans,...",Hostal Tropical,
Carlos P,20,"El locar es sombrio, recomiendo mas iluminación, falta mantenimiento y limpieza general, los baños malos, solo cuentan con lavamanos compartido, demoraron el se,...",La Olla De Barro,
Carlos P,40,"Se puede llegar al lugar en mototaxi, el lugar es amplio, tiene como tres pisos, las piscinas estan distribuidas en los tres pisos, hay toboganes para todos los,...",Yacupark,
Carlos P,50,"Un lugar paradisiatico, alejado de la ciudad, inspira tranquilidad, fuimos para pasar todo el dia, la sala de recepcion grande, muy agradable, el personal atent,...",Hotel Rustica Tarapoto,
Carlos P,30,"El locar es agradable, cuenta con mesas para grupos medianos, los baños limpios, luces tenues, no nos ofrecieron silla para bebes por lo que asumimos que no los,...",Papacho's,
Carlos P,40,"Ubicado en la avenida de dos carriles, con transito denso en horas puntas incluyendo transporte publico, estacionamiento al lado de la avenida, tener cuidado co,...",Chicharroneria Lupita,
Carlos P,40,"Ubicado en la parte mas comercial de San Miguel, amplio local, cuenta estacionamiento pero para aprox 4 autos, en caso lleven auto y en fin de semana deben prev,...",My Home,
Carlos P,20,"Hotel ubicado cerca a la plaza de armas, atención amable, habitaciones aceptables, tienen un local en el sótano donde alquilan para eventos nos tocó estar cuand,...",Tinoco Apart Hotel,
Carlos P,40,"El lugar es rústico, amplio, llena de frases colombianas, la comida agradable, tiene juegos para niños y estacionamiento, personal amable, aunque pueden mejorar,...",Entrepues,
Carlos P,40,"Hotel con amplias instalaciones, alejada de la ciudad, en la recepción nos atendieron con rapidez, la habitaciones cosas y amplias, con caja fuerte, batas para ,...",Estelar Paipa Hotel & Convention Center,
Carlos P,30,"El Restaurante se encuentra en el Hotel Chavin, para el almuerzo y la cena abren el segundo piso al medio día, los mozos bien uniformados, atentos, las mesas y ,...",El Parador,
Carlos P,40,"El Hotel se encuentra en una avenida céntrica, esta cerca de todo tipo de negocios, Bancos, Restaurantes, Farmacias, a una cuadra del Mega plaza, etc, El transp,...",Hotel Chavin,
Carlos P,50,"Hotel ubicado frente al Club Libertad, ubicación céntrica, te reciben a la llegada con amabilidad y calidez, las camas son amplias y cómodas, las habitaciones c,...",Hotel Paraiso Trujillo,
Carlos P,50,"Agradable lugar, al estilo americano, reciben y despiden a la clientela de una manera particular, atienden de inmediato y con amabilidad, recomiendo los shots e,...",Johnny Rockets,
robert a,10,"pas d eau chaude   la plupart du temps il fallait demander a la proprio d ouvrir un robinet général    en plus salle des fetes sous les chambres donc pleins de ,...",Tinoco Apart Hotel,
robert a,10,"plateaux repas vraiment très  mauvais personnel agressif j ai demandé un café pour terminer mon repas il y avais deux gouttes dans le thermos le steward me dit ,...",Air Europa,
robert a,30,"personnel sympa propre et central petit déjeuner moyen compris  les chambre possèdent un coffre qui fonctionne des matelas confortables les chambres sont bien i,...",Hotel Maury,
robert a,50,"j ai passé une semaine dans cet hôtel au mois de juin , ca a été le paradis des chambres magnifiques une piscine paradisiaque , le personnel super sympa on a eu,...",Lotus Blanc Resort,
robert a,30,"antes la comida estaba buena he hecho el viaje lima ayacucho en diciembre varias veces y cada ves la comida tipo refrigerio fue de muy mala calidad antes era de,...",Transportes Cruz del Sur,
robert a,10,"primero es un hotel bastante descuidado desde la recepción a la habitacion la gente que comenta bien es que no debe de ser acostumbrada a viajar o bien que le g,...",DM Hoteles Ayacucho,
robert a,10,"fue otra ves a comer en este restaurante comida básica sabores decepcionantes servicio horrible y lento solo punto positivo la vista pero con el ruido de la ca,...",ViaVia Cafe Ayacucho,
robert a,10,"el servicio no cambia fue el ano pasado y este ano pero nunca regresaré mas  los meseros son bastantes lentos y hablan mal a los clientes lugar para gente local,...",ViaVia Cafe and Hotel,
robert a,10,"fuimos varias veces para cenar porque tienen vista a la plaza y que el via via nos aburrepero aqui fue el colmo estábamos 10 para cenar y el personal nos querí,...",Las Tinajas Chicken & Grill,
robert a,30,"fue varias veces a almorzar y cenar aquí servicio  con meseros venezolanos que no saben de vino que proponen a los clientes pero hacen lo que pueden para atende,...",Sukre Cocina Peruana,
robert a,50,"les personnes qui n ' apprécient pas un tel endroit je voudrais bien savoir s'ils vivent dans un château lol!!!!!tout est au top lieu accueil , pour le prix en,...",Chateau Colbert,
robert a,50,"tout était parfait restaurant qualité des produits et la propriétaire trés sympa qui est venue nous parler de l histoire du lieu , un lieu tres recommandable ta,...",Chateau Colbert,
robert a,10,"mauvaise qualité de la nourriture ( chauffa de quinua pas bon du tout viande pas fraiche ) quand au charme l hôtel est vieillissant mal situé car très bruyant ,,...",ViaVia Cafe Ayacucho,
robert a,50,"tout est parfait des que vous arrivez  , le personnel adorable les chambres magnifiques et raffinées le petit déjeuner fabuleux et la piscine  on a l impression,...",Sriwilai Sukhothai Resort & Spa,
robert a,40,"impeccable pour le prix très central personnel très aimable et petit déjeuner très bon un bémol pour le restaurant le soir préférer le restaurant sur le toit a,...",Pinnacle Lumpinee Park Hotel,
robert a,10,"service nul  qualité plus que passable , très bien pour les voyageurs peu regardant sur la qualité et sur l hygiène   personnel négligeant et mal formé , chambr,...",ViaVia Cafe Ayacucho,
robert a,50,rien a redire   qualité gentillesse du personnel 20/20  nous avons essayé des plats typiques et de la cuisine internationale tout était parfait,Restaurante Bouquet,
robert a,50,"rien a redire des chambres lumineuses et bien décorées , service qui percute car mon sèche cheveux est tombé en panne il a été changé dans les 5 minutes , petit,...",Hyatt Regency Barcelona Tower,
robert a,40,"assez calme car en bordure de route , la piscine le petit déjeuner les chambres et surtout le personnel tres attentif , on a beaucoup aimé le petit déjeuner sa ,...",Zensala Riverpark Resort,
robert a,20,"chambres déjà occupée par une colonie de cafard ce qui n a pas semblé choqué la réceptionniste , vue sur des canaux et des bidonvilles , ( bref pas chouette com,...",Ramada by Wyndham Bangkok Chaophya Park,
Travis B,40,"Muy buen lugar para probar platos a base de pollo también ofrecen otro tipo de platos tiene buenos precios esta bien ubicado en la Plaza de Armas de Ayacucho  r,...",Las Tinajas Chicken & Grill,
Travis B,40,"Muy buen lugar en Ayacucho para almorzar o cenar y pasar un grato momento con buena ubicación en la Plaza de Armas de la ciudad tiene muy buena vista los precio,...",ViaVia Cafe and Hotel,
Travis B,30,"Conocimos este Hotel por asuntos laborales, el local es prácticamente nuevo las habitaciones aceptables aunque para cubicarlas difícil  por que no existe adecua,...",Tinoco Apart Hotel,
Travis B,40,"Muy buen lugar para pasar un momento de relax disfrutando de la Cerveza DORCHER BIER originaria de la zona y con una excelente calidad , el local ofrece también,...",Dorcher Bier,
Travis B,40,"Restaurante de comida italiana  muy bueno en variedad de pastas preparan muy buenas pizzas y la atención es muy buena con mucha amabilidad el local tiene un amb,...",La Nona,
Travis B,40,"Buen lugar para comer pastas y otros platos, agradable zason  buena atención , los platos servidos generosamente hay variedad de vinos para beber así como bebid,...",Italo's Parrilladas,
Travis B,40,"Hotel muy cómodo y agradable para pasar unos días en oxapampa,  con una atención esmerada y amable precios acorde al local, sus bungalows superficie cómodos con,...",Cemayu Lodge,
Travis B,50,"El Hotel Presidente Selva esta muy bien ubicado muy cerca a la Merced y San Ramon con una infraestructura moderna y acogedora, sus habitaciones super cómodas co,...",Hotel Presidente Selva,
Travis B,40,Parque donde al viajero le enseñan algo de las costumbres de Huancayo y sus personajes de la musica tipica del lugar vale la pena visitarlo ,Parque de la Identidad Wanka,
Travis B,50,"El hotel es un excelente lugar para alojarse ya sea por turismo o trabajo, sus habitaciones supr cómodas y acogedoras cuenta con wifi, frío bar calefacción y de,...",Hotel Unu,
Travis B,40,"Este lugar es para disfrutar una variedad de platos en un buen ambiente muy tranquilo con su personal bastante atento a las necesidades del cliente, sus precios,...",La Preferida,
Travis B,40,"La Frontera ofrece diversidad de platos a la carta de todo precios, con un Pisco Sour de cortesía muy agradable así como show musical en vivo muy ameno y divert,...",La Frontera,
Travis B,40,"Local dodnde se puede degustar riquisimos postres como mtortas helados etc, dentro de un ambiente acogedor y tranquilo, situado bastante cerca de la Plaza de Ar,...",Capriccio,
Travis B,50,"Local con una excelente carta de platos en su mayoría a  base de pescados y mariscos acompañados con un riquísimo pisco sour, la atención muy buena y sus precio,...",Mar Adentro,
Travis B,40,"Local con una gama de muy buenos postres así como sándwiches ideal para una comida ligera, buena atención , recomendable el sándwich de pollo ",Selva Negra Cafe,
Travis B,40,"Restaurante de comida china muy bien ubicado y fácil de llegar, ofrece variados platos de comida china tanto a la carta como menús con precios aceptables rápida,...",Chifa Shanghai,
Travis B,40,"Restaurante bastante acogedor situado a unos 15 minutos del centro de la ciudad ofrecen platos regionales muy bien servidos y a buen precio la atención es muy a,...",La Mia Mamma,
Travis B,50,Excelente lugar para compartir con amigos parejas etc muy buenas parrillas acompañando con buen vino y los piscos buenos se come bien en grato ambiente ,La Cava Del Parrillero,
Travis B,30,"Restaurante con variedad de platos a la carta hay pescado,carne,pollo Comida típica , buenos precios solo la atención un poco lenta muy poco personal para cant,...",la glorieta,
Travis B,40,"Restaurante ubicado en la Plaza de Armas de Ayacucho,ambiente agradable y gran variedad de platos, atienden desayunos almuerzos y cenas, con precios bastante mó,...",ViaVia Cafe Ayacucho,
Alex P,40,"Un lugar para despejar la mente y pensar como llegaban varias culturas hasta aquel lugar para realizar sus ceremonias.Aconsejable llevar ropa ligera, gorra y g,...",Cahuachi,
Alex P,30,"Tiene habitaciones limpias y wifi, no es recomendable para familias, solo si vas por trabajo a la ciudad o estas de paso.Precios un poco elevado para lo que of,...",Hotel Gianmar II,
Alex P,20,"Hotel básico con habitaciones simples, no están bien mantenidas.El precio es accesible y esta cerca al terminal de buses de la ciudad y a 15 minutos del centro,...",Hospedaje Pura Vida,
Alex P,50,"El zoológico se encuentra a 15 minutos del centro de la ciudad, tiene un ambiente cálido y puedes observar una variadad de animales de la sierra y selva, tambié,...",La Totorilla Centro Ecologico Recreacional,
Alex P,40,"Cuenta con habitaciones limpias, intercomunicadores al interior, wifi y estacionamiento.La atención del personal es eficiente, siempre estan dispuestos a colab,...",Hotel Imperial,
Alex P,40,"Las habitaciones estan limpias, cuenta con wifi y cochera, el desayuno no está incluido.La habitacion cercana a la calle no es recomendable por el ruido y por ,...",Hotel La Casona,
travelbug1525,40,"Felt one-sided, at the end couldn't help but think ""why would anyone be against this woman""? The museum presents a lot of information both in writing and in pho,...",Museo Evita,
travelbug1525,40,"On one side of the square there is the impressive building of the Congress. However, here there is also one of the original casts of Rodin's Thinker (near the p,...",Plaza del Congreso,
travelbug1525,10,"Terrible, incompetent staff who made checkin difficult and listened to VERY loud music all the time. The room was awful. There were gaps around the window so al,...",Hotel Gianmar II,
travelbug1525,40,"The tour starts with a short movie about the discovery of Juanita and the other 2 children. The language of the movie depends on who reserves the time slot firs,...",Museo Santuarios Andinos,
travelbug1525,30,"The restaurant has a very nice decor and the staff were lovely. The pizza was average Peruvian pizza - not great but not bad either, the garlic bread was okay. ,...",Dobre's Restaurant,
travelbug1525,50,"The place has a great atmosphere, nice decor and good staff. The food was amazing; beautifully presented and delicious. The cocteles were also tasty. There's a ,...",Boveda San Augustin,
travelbug1525,50,"Run by amazingly nice people who treated me like family. The room/bed was very comfortable, the shower had hot water and the wifi was good. The breakfast was a ,...",Casa hospedaje Chaska Kawarina,
